id,sentence,labels
3222,After having analysed responses from States to his note verbale of 1 July 2002 the Special Rapporteur has identified a number of good practices among policies and programmes with respect to access to information for the purposes of education on and prevention of HIV infection such as a The development of an integrated and multisectoral education information and prevention planning and strategy structure at the national level for example the National Programme on AIDS in Argentina and the 1998 2002 HIV AIDS Control Project LVSIDA the Canadian Strategy on HIV AIDS CSHA the Cuban Operational Group on the Fight Against HIV AIDS GOPELS set up in 1986 the HIV AIDS Strategic Plan for Dominica developed in consultation with civil society during a September 2002 National Consultation gathering NGOs the private sector public authorities and unions the Estonian National HIV AIDS Prevention Programme for 2002 2006 the Multisectoral Commission in Guatemala formed in 2000 the National AIDS Committee formed in 1992 in Kuwait which develops in close partnership with the World Health Organization programmes dealing with blood safety prevention health awareness and training for medical professionals the National AIDS Programme supported by the Ministry of Public Health of Lebanon which develops awareness raising and educational initiatives the 2001 2006 Programme of Action on HIV AIDS and Sexually Transmitted Diseases of the National System on Health Information SINAIS in Mexico the Strategic Plan for the Prevention of HIV and Sexually Transmitted Diseases in Norway the National Commission for the Fight against AIDS CNLCS in Portugal which developed the Strategic Plan on Combating AIDS 2001 2003 focusing on five intervention areas epidemiology education the creation of a National Network of Advisory and Early Detection Centres the creation of a National Network of Combined Therapeutic and out of hospital support the National Plan for HIV AIDS Prevention and Care in Slovenia the eighth 1997 2001 and ninth 2002 2006 National Vision on the Protection and Control of HIV AIDS of Thailand or the Strategic Plan for 2001 2005 in Togo b The production and dissemination of awareness campaigns targeted at specific vulnerable groups through in particular radio and television programmes advertisements video clips songs theatre exhibitions comics etc,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-short O O O O O O B-short B-short O O B-short O O O O B-short B-short B-short O O O O O O O O B-short B-short B-short O O O O O B-short B-short O O O O O O O O O O O O O O O O O B-short O O O O O O O O O O B-short B-short O O O O O O O O O O O O O O O B-short O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-short O O O O O O O O O O O O O O O O O O O O O O O O B-short B-short O O O O O O O O O O O B-short O O O O O O O O O B-short O O O O O O O O O O O O O O B-short O O O O O O O O O B-short O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-short B-short O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
3223,To make decentralization a truly empowering process for women measures need to be taken to integrate a gender perspective into all local policies planning and budgeting processes as well as into the political and administrative functions of local governments For example in Serbia the draft strategy for the improved economic status of rural women in the autonomous province of Vojvodina 2012 is being developed by the Provincial Secretariat for Labour Employment and Gender Equality with assistance from the United Nations Entity for Gender Equality and the Empowerment of Women UN-Women,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-long I-long I-long I-long I-long I-long I-long I-long I-long I-long I-long B-short
3224,a Not inclusive of TRAC 1 1 2 which is allocated regionally for subsequent country application Abbreviations AOS administrative and operational services GEF Global Environment Facility IPF indicative planning figure SPPD support for policy and programme development STS support for technical services and TRAC target for resource assignment from the core,O O O O B-short O O O O O O O O O O O O B-short B-long I-long I-long I-long B-short B-long I-long I-long B-short B-long I-long I-long B-short B-long I-long I-long I-long I-long I-long B-short B-long I-long I-long I-long O B-short B-long I-long I-long I-long I-long I-long I-long
3225,b Thoracic injury assessment for improved vehicle safety THORAX on thorax injury prediction tools target mid 2012 c An expert group who will validate the use of thorax injury prediction tools deflection equivalent DEQ Thorax Multi-Point and high Rate measurement device THMPR and RibEye for the Hybrid III dummy target end of 2012,O B-long I-long I-long I-long I-long I-long I-long B-short O O O O O O O O O O O O O O O O O O O O O O B-long I-long B-short B-long I-long I-long I-long I-long I-long I-long B-short O O O O B-short O O O O O
3226,The 2005 round of the ICP covered over 140 countries including 48 countries in Africa AfDB coordinated the design and implementation of the 2005 International Comparison Programme for Africa ICP-Africa in partnership with the World Bank IMF DFID ECA UNDP PARIS21 ACBF INSEE France ONS-UK and various African subregional organizations and institutions,O O O O O B-short O O O O O O O O O B-short O O O O O O O O B-long I-long I-long I-long I-long B-short O O O O O O B-short B-short B-short B-short B-short B-short B-short O B-short O O O O O O O
3227,TD 424 Sub theme 1 Enhancing coherence at all levels for sustainable economic development and poverty reduction in global Moderator Mr Ellias E Ngalande Executive Director Macroeconomic and Financial Management Institute of Eastern and Southern Africa MEFMI Zimbabwe H E Mr Charles Soludo Governor Central Bank of Nigeria,B-short O O O O O O O O O O O O O O O O O O O O O O O O O B-long I-long I-long I-long I-long I-long I-long I-long I-long I-long B-short O O O O O O O O O O O
3228,Source Lukoil 2005 www lukoil com Troika Dialog 2005 www troika ru Petroleum Argus 2005 Russian Aluminium RusAl is the country s largest non ferrous metal producer and the largest primary aluminium producer in the world,O O O O O O O O O O O O O O O B-long I-long B-short O O O O O O O O O O O O O O O O O O
3229,5 The Economic and Social Commission for Asia and the Pacific ESCAP ICT service constituency comprises 1 000 user accounts on average per year including subregional offices,O O B-long I-long I-long I-long I-long I-long I-long I-long I-long B-short O O O O O O O O O O O O O O O
3230,The JISC has also agreed to improve its cooperation with the CDM Executive Board in order to capitalize on the experience gained in the CDM accreditation process including by the use of experienced human resources and some of the applicable documentation In the meantime based on a recommendation by the Joint Implementation Accreditation Panel JI-AP the JISC adopted transitional measures for accrediting applicant IEs that were already in the JI accreditation process,O B-short O O O O O O O O O B-short O O O O O O O O O O O O B-short O O O O O O O O O O O O O O O O O O O O O O O O O B-long I-long I-long I-long B-short O B-short O O O O O O B-short O O O O O B-short O O
3231,The Global Programme has contributed to developing global guidance and programming addressing HIV among women and girls By closely partnering with the United Nations Population Fund UNFPA the United Nations Entity for Gender Equality and the Empowerment of Women UN-Women and the UNAIDS Secretariat to support the development and implementation of the UNAIDS Agenda for Accelerated Country Action for Women Girls Gender Equality and HIV UNDP led inter agency efforts to support leadership development programmes for women and girls living with HIV in more than 30 countries to implement a universal access initiative in the 10 countries with the highest number of women living with HIV and to strengthen integration of gender in national AIDS programmes,O O O O O O O O O O O O O O O O O O O O O O B-long I-long I-long I-long B-short O B-long I-long I-long I-long I-long I-long I-long I-long I-long I-long I-long B-short O O B-short O O O O O O O O O B-short O O O O O O O O O O O B-short B-short O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-short O O O O O O O O B-short O
